,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
91,,UFC Fight Night: Grasso vs. Araujo,Mana Martinez vs. Brandon Davis,Mana Martinez ,Bantamweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Mike Bell 28 - 29.Junichiro Kamijo 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/8252a314c778b8e6
92,,UFC Fight Night: Grasso vs. Araujo,Nick Maximov vs. Jacob Malkoun,Jacob Malkoun ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mark Smith,Mike Bell 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/860050f211b44d10
93,,UFC Fight Night: Grasso vs. Araujo,Joanderson Brito vs. Lucas Alexander,Joanderson Brito ,Featherweight,0,0,Submission ,"[5, 5, 5]",1,2:02,122,Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/b4bbc1b7efa770f5
94,,UFC Fight Night: Grasso vs. Araujo,Piera Rodriguez vs. Sam Hughes,Piera Rodriguez ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jerin Valel,Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/60bd4d2878c85f70
95,,UFC Fight Night: Grasso vs. Araujo,Tatsuro Taira vs. CJ Vergara,Tatsuro Taira ,Flyweight,0,0,Submission ,"[5, 5, 5]",2,4:19,559,Kerry Hatley,Armbar From Back Control ,http://ufcstats.com/fight-details/fac560495e61d34c
96,,UFC Fight Night: Grasso vs. Araujo,Mike Jackson vs. Pete Rodriguez,Pete Rodriguez ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:33,93,Chris Tognoni,Knee to Head At Distance ,http://ufcstats.com/fight-details/84b04e8d6b251c54
97,,UFC Fight Night: Dern vs. Yan,Mackenzie Dern vs. Yan Xiaonan,Yan Xiaonan ,Strawweight,0,1,Decision - Majority ,"[5, 5, 5, 5, 5]",5,5:00,1500,Chris Tognoni,Junichiro Kamijo 47 - 48.Sal D'amato 47 - 48.Mike Bell 47 - 47.,http://ufcstats.com/fight-details/d33814971932422a
98,,UFC Fight Night: Dern vs. Yan,Randy Brown vs. Francisco Trinaldo,Randy Brown ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Chris Lee 28 - 29.Sal D'amato 28 - 29.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/7d0d2cecab358ba1
99,,UFC Fight Night: Dern vs. Yan,Raoni Barcelos vs. Trevin Jones,Raoni Barcelos ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Junichiro Kamijo 25 - 30.Doug Crosby 27 - 30.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/a73e33dfce8fcfd8
100,,UFC Fight Night: Dern vs. Yan,Sodiq Yusuff vs. Don Shainis,Sodiq Yusuff ,Featherweight,0,0,Submission ,"[5, 5, 5]",1,0:30,30,Jacob Montalvo,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/1aedd959f1523a27
101,,UFC Fight Night: Dern vs. Yan,Mike Davis vs. Viacheslav Borshchev,Mike Davis ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Kerry Hatley,Doug Crosby 28 - 29.Adalaide Byrd 26 - 30.Mike Bell 26 - 30.,http://ufcstats.com/fight-details/330506571d2778b1
102,,UFC Fight Night: Dern vs. Yan,John Castaneda vs. Daniel Santos,Daniel Santos ,Catch Weight,0,0,KO/TKO ,"[5, 5, 5]",2,4:28,568,Keith Peterson,Knee to Head In Clinch ,http://ufcstats.com/fight-details/63f6af6d5f7b82ad
103,,UFC Fight Night: Dern vs. Yan,Ilir Latifi vs. Aleksei Oleinik,Ilir Latifi ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jacob Montalvo,Tony Weeks 27 - 30.Anthony Maness 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/de93fda66d203c26
104,,UFC Fight Night: Dern vs. Yan,Joaquim Silva vs. Jesse Ronson,Joaquim Silva ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,3:08,488,Keith Peterson,Flying Knee Head ,http://ufcstats.com/fight-details/ecc56a86a1eead9d
105,,UFC Fight Night: Dern vs. Yan,Krzysztof Jotko vs. Brendan Allen,Brendan Allen ,Middleweight,0,0,Submission ,"[5, 5, 5]",1,4:17,257,Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/8c9ff13791378784
106,,UFC Fight Night: Dern vs. Yan,Julija Stoliarenko vs. Chelsea Chandler,Chelsea Chandler ,Catch Weight,0,0,KO/TKO ,"[5, 5, 5]",1,4:15,255,Jacob Montalvo,Punches to Head From Mount ,http://ufcstats.com/fight-details/ad59e2de1ab5c8d2
107,,UFC Fight Night: Dern vs. Yan,Guido Cannetti vs. Randy Costa,Guido Cannetti ,Bantamweight,0,0,Submission ,"[5, 5, 5]",1,1:04,64,Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/6c79db79da9ae874
108,,UFC Fight Night: Sandhagen vs. Song,Cory Sandhagen vs. Song Yadong,Cory Sandhagen ,Bantamweight,0,0,TKO - Doctor's Stoppage ,"[5, 5, 5, 5, 5]",4,5:00,1200,Herb Dean,Cut,http://ufcstats.com/fight-details/df370b97ea49e6b4
109,,UFC Fight Night: Sandhagen vs. Song,Chidi Njokuani vs. Gregory Rodrigues,Gregory Rodrigues ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,1:27,387,Mark Smith,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/bd06f1c2d7e6c4a0
110,,UFC Fight Night: Sandhagen vs. Song,Andre Fili vs. Bill Algeo,Andre Fili ,Featherweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Chris Lee 29 - 28.Sal D'amato 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/adb78db5ba8ccc0f
111,,UFC Fight Night: Sandhagen vs. Song,Joe Pyfer vs. Alen Amedovski,Joe Pyfer ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:55,235,Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/160c17b8fcb0e2a1
112,,UFC Fight Night: Sandhagen vs. Song,Tanner Boser vs. Rodrigo Nascimento,Rodrigo Nascimento ,Heavyweigh,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mark Smith,Junichiro Kamijo 27 - 30.Doug Crosby 29 - 28.Adalaide Byrd 28 - 29.,http://ufcstats.com/fight-details/3cbd3565dd631cc4
113,,UFC Fight Night: Sandhagen vs. Song,Anthony Hernandez vs. Marc-Andre Barriault,Anthony Hernandez ,Middleweight,0,0,Submission ,"[5, 5, 5]",3,1:53,713,Herb Dean,Arm Triangle From Mount ,http://ufcstats.com/fight-details/ce5ebaf8caf8c4a7
114,,UFC Fight Night: Sandhagen vs. Song,Damon Jackson vs. Pat Sabatini,Damon Jackson ,Featherweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:09,69,Keith Peterson,Punches to Head From Back Control ,http://ufcstats.com/fight-details/f521ecde1e96a1bd
115,,UFC Fight Night: Sandhagen vs. Song,Trevin Giles vs. Louis Cosce,Trevin Giles ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Anthony Maness 27 - 30.Chris Lee 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/46b9acec12a35d37
116,,UFC Fight Night: Sandhagen vs. Song,Denise Gomes vs. Loma Lookboonmee,Loma Lookboonmee ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Mike Bell 27 - 30.Sal D'amato 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/ec0740be19b2ef90
117,,UFC Fight Night: Sandhagen vs. Song,Trey Ogden vs. Daniel Zellhuber,Trey Ogden ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/35d06627d91b840d
118,,UFC Fight Night: Sandhagen vs. Song,Mariya Agapova vs. Gillian Robertson,Gillian Robertson ,Flyweight,0,1,Submission ,"[5, 5, 5]",2,2:19,439,Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/d9f5d05b07bae09e
119,,UFC Fight Night: Sandhagen vs. Song,Tony Gravely vs. Javid Basharat,Javid Basharat ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Chris Lee 28 - 29.Anthony Maness 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/be73f75b52b06f14
120,,UFC Fight Night: Sandhagen vs. Song,Nikolas Motta vs. Cameron VanCamp,Nikolas Motta ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:49,229,Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/8a044e5400b4318f
121,,UFC 279: Diaz vs. Ferguson,Nate Diaz vs. Tony Ferguson,Nate Diaz ,Welterweight,0,0,Submission ,"[5, 5, 5, 5, 5]",4,2:52,1072,Marc Goddard,Guillotine Choke From Bottom Guard ,http://ufcstats.com/fight-details/7e8fd03e070d0c25
122,,UFC 279: Diaz vs. Ferguson,Khamzat Chimaev vs. Kevin Holland,Khamzat Chimaev ,Catch Weight,0,0,Submission ,"[5, 5, 5, 5, 5]",1,2:13,133,Herb Dean,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/0111e6a64b5184c6
123,,UFC 279: Diaz vs. Ferguson,Li Jingliang vs. Daniel Rodriguez,Daniel Rodriguez ,Catch Weight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mark Smith,Mike Bell 28 - 29.Ron McCarthy 29 - 28.Doug Crosby 28 - 29.,http://ufcstats.com/fight-details/d3e23d7d207d3ccf
124,,UFC 279: Diaz vs. Ferguson,Irene Aldana vs. Macy Chiasson,Irene Aldana ,Catch Weight,0,0,KO/TKO ,"[5, 5, 5]",3,2:21,741,Jason Herzog,Kick to Body From Bottom ,http://ufcstats.com/fight-details/989b8d362742f40b
125,,UFC 279: Diaz vs. Ferguson,Johnny Walker vs. Ion Cutelaba,Johnny Walker ,Heavyweigh,0,0,Submission ,"[5, 5, 5]",1,4:37,277,Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/d869eaea38426f06
126,,UFC 279: Diaz vs. Ferguson,Hakeem Dawodu vs. Julian Erosa,Julian Erosa ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Doug Crosby 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/0e6d624086f7952e
127,,UFC 279: Diaz vs. Ferguson,Jailton Almeida vs. Anton Turkalj,Jailton Almeida ,Catch Weight,0,0,Submission ,"[5, 5, 5]",1,4:27,267,Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/301f230c90c4bd7d
128,,UFC 279: Diaz vs. Ferguson,Denis Tiuliulin vs. Jamie Pickett,Denis Tiuliulin ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,4:52,592,Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/77acb96700e89c92
129,,UFC 279: Diaz vs. Ferguson,Jake Collier vs. Chris Barnett,Chris Barnett ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,2:24,444,Mark Smith,Punches to Head From Mount ,http://ufcstats.com/fight-details/bf334cb4e63f3430
130,,UFC 279: Diaz vs. Ferguson,Norma Dumont vs. Danyelle Wolf,Norma Dumont ,Featherweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.Sal D'amato 26 - 30.,http://ufcstats.com/fight-details/db3e26d02d790c97
131,,UFC 279: Diaz vs. Ferguson,Chad Anheliger vs. Alatengheili, Alatengheili ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Mike Bell 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/6010f681e54ba2cd
132,,UFC 279: Diaz vs. Ferguson,Melissa Martinez vs. Elise Reed,Elise Reed ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mark Smith,Sal D'amato 28 - 29.Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/a5cf273faa3982b7
133,,UFC 279: Diaz vs. Ferguson,Darian Weeks vs. Yohan Lainesse,Yohan Lainesse ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Mike Bell 28 - 29.Ron McCarthy 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/86d57e8ef2191316
134,,UFC Fight Night: Gane vs. Tuivasa,Ciryl Gane vs. Tai Tuivasa,Ciryl Gane ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",3,4:23,863,Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/810c9da07970c4a6
135,,UFC Fight Night: Gane vs. Tuivasa,Robert Whittaker vs. Marvin Vettori,Robert Whittaker ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Mark Collett 27 - 30.Howard Hughes 27 - 30.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/b8ca1acdf3dc2f58
136,,UFC Fight Night: Gane vs. Tuivasa,Nassourdine Imavov vs. Joaquin Buckley,Nassourdine Imavov ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/20f316f96c9e4458
137,,UFC Fight Night: Gane vs. Tuivasa,Alessio Di Chirico vs. Roman Kopylov,Roman Kopylov ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",3,1:09,669,Rich Mitchell,Punches to Head At Distance ,http://ufcstats.com/fight-details/1a191251620a84ca
138,,UFC Fight Night: Gane vs. Tuivasa,William Gomis vs. Jarno Errens,William Gomis ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,David Lethaby 28 - 29.Clemens Werner 28 - 29.Christophe Chapuis 29 - 29.,http://ufcstats.com/fight-details/398db40015b3c81c
139,,UFC Fight Night: Gane vs. Tuivasa,Charles Jourdain vs. Nathaniel Wood,Nathaniel Wood ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Rich Mitchell,Howard Hughes 27 - 30.Ahmed Korchi 27 - 30.Mark Collett 28 - 29.,http://ufcstats.com/fight-details/acc9a109b00a99e1
140,,UFC Fight Night: Gane vs. Tuivasa,Abus Magomedov vs. Dustin Stoltzfus,Abus Magomedov ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:19,19,Loic Pora,Punches to Head In Clinch ,http://ufcstats.com/fight-details/cf9035f2fc2e232f
141,,UFC Fight Night: Gane vs. Tuivasa,John Makdessi vs. Nasrat Haqparast,Nasrat Haqparast ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Marc Goddard,Derek Cleary 27 - 30.Howard Hughes 27 - 30.Mark Collett 28 - 29.,http://ufcstats.com/fight-details/7bced112f3229b1b
142,,UFC Fight Night: Gane vs. Tuivasa,Fares Ziam vs. Michal Figlak,Fares Ziam ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Rich Mitchell,Christophe Chapuis 27 - 30.Clemens Werner 27 - 30.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/fd47032108b85cf0
143,,UFC Fight Night: Gane vs. Tuivasa,Benoit Saint Denis vs. Gabriel Miranda,Benoit Saint Denis ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:16,316,Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/3e2f00991f511607
144,,UFC Fight Night: Gane vs. Tuivasa,Khalid Taha vs. Cristian Quinonez,Cristian Quinonez ,Bantamweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:15,195,Rich Mitchell,Punches to Head On Ground ,http://ufcstats.com/fight-details/ca7fd237c16cec84
145,,UFC Fight Night: Gane vs. Tuivasa,Stephanie Egger vs. Ailin Perez,Stephanie Egger ,Featherweight,0,1,Submission ,"[5, 5, 5]",2,4:54,594,Loic Pora,Rear Naked Choke ,http://ufcstats.com/fight-details/ce62a50e97d497f9
146,,UFC 278: Usman vs. Edwards,Kamaru Usman vs. Leon Edwards,Leon Edwards ,Welterweight,1,0,KO/TKO ,"[5, 5, 5, 5, 5]",5,4:04,1444,Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/f70c817388602681
147,,UFC 278: Usman vs. Edwards,Paulo Costa vs. Luke Rockhold,Paulo Costa ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Derek Cleary 27 - 30.Mike Bell 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/2de6652160cc7b9f
148,,UFC 278: Usman vs. Edwards,Jose Aldo vs. Merab Dvalishvili,Merab Dvalishvili ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Sal D'amato 28 - 29.Mike Bell 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/2ac3ce1f62b3c4b9
149,,UFC 278: Usman vs. Edwards,Wu Yanan vs. Lucie Pudilova,Lucie Pudilova ,Bantamweight,0,1,KO/TKO ,"[5, 5, 5]",2,4:04,544,Herb Dean,Elbows to Head From Mount ,http://ufcstats.com/fight-details/2cd9e3796be57a79
150,,UFC 278: Usman vs. Edwards,Tyson Pedro vs. Harry Hunsucker,Tyson Pedro ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:05,65,Mike Beltran,Kick to Body At Distance ,http://ufcstats.com/fight-details/5abcf9f282983acc
151,,UFC 278: Usman vs. Edwards,Marcin Tybura vs. Alexandr Romanov,Marcin Tybura ,Heavyweigh,0,0,Decision - Majority ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Sal D'amato 28 - 29.Mike Bell 28 - 29.Derek Cleary 28 - 28.,http://ufcstats.com/fight-details/e0b98f3cf4a7cc3b
152,,UFC 278: Usman vs. Edwards,Leonardo Santos vs. Jared Gordon,Jared Gordon ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Sal D'amato 27 - 30.Derek Cleary 27 - 30.Mike Bell 27 - 30.,http://ufcstats.com/fight-details/0cf7a4593fd44e59
153,,UFC 278: Usman vs. Edwards,Sean Woodson vs. Luis Saldana,DRAW,Featherweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Derek Cleary 27 - 29.Mike Bell 28 - 28.Rich Montanez 29 - 27.,http://ufcstats.com/fight-details/2ac9b3ccb43422d8
154,,UFC 278: Usman vs. Edwards,AJ Fletcher vs. Ange Loosa,Ange Loosa ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Chris Lee 28 - 29.Dan Furse 28 - 29.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/4dac5258f22be059
155,,UFC 278: Usman vs. Edwards,Amir Albazi vs. Francisco Figueiredo,Amir Albazi ,Flyweight,0,0,Submission ,"[5, 5, 5]",1,4:34,274,Dave Seljestad,Rear Naked Choke ,http://ufcstats.com/fight-details/6b9f82291930bfec
156,,UFC 278: Usman vs. Edwards,Aoriqileng vs. Jay Perrin, Aoriqileng ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Tyler Tomlinson,Sal D'amato 28 - 29.Chris Lee 28 - 29.Steve Faragher 28 - 29.,http://ufcstats.com/fight-details/d497d74a0df9e35e
157,,UFC 278: Usman vs. Edwards,Daniel Da Silva vs. Victor Altamirano,Victor Altamirano ,Flyweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:39,219,Dave Seljestad,Punches to Head From Guard ,http://ufcstats.com/fight-details/06d6cde7479711ee
158,,UFC Fight Night: Vera vs. Cruz,Marlon Vera vs. Dominick Cruz,Marlon Vera ,Bantamweight,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",4,2:17,1037,Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/11cc331fa40ede63
159,,UFC Fight Night: Vera vs. Cruz,Nate Landwehr vs. David Onama,Nate Landwehr ,Featherweight,0,0,Decision - Majority ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Mike Bell 28 - 28.Junichiro Kamijo 27 - 29.Derek Cleary 27 - 29.,http://ufcstats.com/fight-details/efd7efba85092c6f
160,,UFC Fight Night: Vera vs. Cruz,Yazmin Jauregui vs. Iasmin Lucindo,Yazmin Jauregui ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Ron McCarthy 27 - 30.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/833d67f423315d18
161,,UFC Fight Night: Vera vs. Cruz,Devin Clark vs. Azamat Murzakanov,Azamat Murzakanov ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",3,1:18,678,Frank Trigg,Punch to Body At Distance ,http://ufcstats.com/fight-details/d19e010f071a4b45
162,,UFC Fight Night: Vera vs. Cruz,Priscila Cachoeira vs. Ariane Lipski,Priscila Cachoeira ,Bantamweight,0,1,KO/TKO ,"[5, 5, 5]",1,1:05,65,Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/abd50fad1e7b030b
163,,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Gerald Meerschaert ,Middleweight,0,0,Submission ,"[5, 5, 5]",3,1:39,699,Mike Beltran,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/38b6ef176439c39b
164,,UFC Fight Night: Vera vs. Cruz,Angela Hill vs. Loopy Godinez,Angela Hill ,Catch Weight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Chris Crail 28 - 29.,http://ufcstats.com/fight-details/5f31f3e32669f5b9
165,,UFC Fight Night: Vera vs. Cruz,Martin Buday vs. Lukasz Brzeski,Martin Buday ,Heavyweigh,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Frank Trigg,Sal D'amato 28 - 29.Mike Bell 29 - 28.Eliot Kelly 28 - 29.,http://ufcstats.com/fight-details/b96c8fef6c9f92db
166,,UFC Fight Night: Vera vs. Cruz,Cynthia Calvillo vs. Nina Nunes,Nina Nunes ,Flyweight,0,1,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Derek Cleary 29 - 28.Junichiro Kamijo 28 - 29.Chris Crail 27 - 30.,http://ufcstats.com/fight-details/8986373b4a6e90b6
167,,UFC Fight Night: Vera vs. Cruz,Gabriel Benitez vs. Charlie Ontiveros,Gabriel Benitez ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,3:33,213,Mike Beltran,Punches to Head From Mount ,http://ufcstats.com/fight-details/f858f91453555291
168,,UFC Fight Night: Vera vs. Cruz,Ode Osbourne vs. Tyson Nam,Tyson Nam ,Flyweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:59,179,Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/0823f97be9c3a62e
169,,UFC Fight Night: Vera vs. Cruz,Jason Witt vs. Josh Quinlan,Josh Quinlan ,Catch Weight,0,0,KO/TKO ,"[5, 5, 5]",1,2:09,129,Frank Trigg,Punch to Head At Distance ,http://ufcstats.com/fight-details/7f9a331bc3100afd
170,,UFC Fight Night: Vera vs. Cruz,Youssef Zalal vs. Da'Mon Blackshear,DRAW,Bantamweight,0,0,Decision - Majority ,"[5, 5, 5]",3,5:00,900,Herb Dean,Chris Crail 28 - 29.Sal D'amato 28 - 28.Mike Bell 28 - 28.,http://ufcstats.com/fight-details/e05a18b6ce22fa1f
171,,UFC Fight Night: Santos vs. Hill,Thiago Santos vs. Jamahal Hill,Jamahal Hill ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5, 5, 5]",4,2:31,1051,Herb Dean,Elbows to Head On Ground ,http://ufcstats.com/fight-details/a8bc6e005077bb0b
172,,UFC Fight Night: Santos vs. Hill,Vicente Luque vs. Geoff Neal,Geoff Neal ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",3,2:01,721,Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/a6b328733d610e2b
173,,UFC Fight Night: Santos vs. Hill,Mohammed Usman vs. Zac Pauga,Mohammed Usman ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5, 5]",2,0:36,336,Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/36f38c2534ef646b
174,,UFC Fight Night: Santos vs. Hill,Brogan Walker vs. Juliana Miller,Juliana Miller ,Flyweight,0,1,KO/TKO ,"[5, 5, 5, 5]",3,3:57,837,Keith Peterson,Elbows to Head From Mount ,http://ufcstats.com/fight-details/2b11aa4b90b1dd41
175,,UFC Fight Night: Santos vs. Hill,Augusto Sakai vs. Serghei Spivac,Serghei Spivac ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,3:42,522,Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/044d210d7b1eb519
176,,UFC Fight Night: Santos vs. Hill,Terrance McKinney vs. Erick Gonzalez,Terrance McKinney ,Lightweight,0,0,Submission ,"[5, 5, 5]",1,2:17,137,Keith Peterson,Rear Naked Choke ,http://ufcstats.com/fight-details/b530bb13aac1e48b
177,,UFC Fight Night: Santos vs. Hill,Sam Alvey vs. Michal Oleksiejczuk,Michal Oleksiejczuk ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:56,116,Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/eda397c27787afa4
178,,UFC Fight Night: Santos vs. Hill,Bryan Battle vs. Takashi Sato,Bryan Battle ,Welterweight,0,0,KO/TKO ,"[5, 5, 5]",1,0:44,44,Mark Smith,Kick to Head At Distance ,http://ufcstats.com/fight-details/4adef20ce69217be
179,,UFC Fight Night: Santos vs. Hill,Cory McKenna vs. Miranda Granger,Cory McKenna ,Strawweight,0,1,Submission ,"[5, 5, 5]",2,1:03,363,Keith Peterson,Von Flue Choke From Side Control ,http://ufcstats.com/fight-details/b5274277ef6707c9
180,,UFC Fight Night: Santos vs. Hill,Mayra Bueno Silva vs. Stephanie Egger,Mayra Bueno Silva ,Bantamweight,0,1,Submission ,"[5, 5, 5]",1,1:17,77,Chris Tognoni,Armbar From Guard ,http://ufcstats.com/fight-details/a274ed04c36d40d4
181,,UFC 277: Pena vs. Nunes 2,Julianna Pena vs. Amanda Nunes,Amanda Nunes ,Bantamweight,1,1,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Mike Beltran,Jacob Montalvo 45 - 50.Doug Crosby 43 - 50.Sal D'amato 44 - 50.,http://ufcstats.com/fight-details/72c3e5eacde4f0e5
