,FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent
370,Daniel Zellhuber,73.0,155.0,77.0,Switch,1,0,0,1,0,900,0.0,0.0,0.0,0,52,178,52,178,0,0,19,125,21,40,12,13,52,178,0,0,0,0,0.0,0.0,0.0,38.0,71.0,168.0,72.0,169.0,1.0,9.0,22.0,109.0,7.0,13.0,42.0,46.0,71.0,168.0,0.0,0.0,0.0,0.0
371,Danielle Taylor,60.0,115.0,60.0,Orthodox,5,2,0,3,0,4500,0.0,1.0,0.0,1,206,699,237,733,1,5,130,586,32,53,44,60,195,680,10,18,1,1,0.0,0.0,0.0,197.0,248.0,876.0,270.0,900.0,3.0,10.0,152.0,711.0,58.0,96.0,38.0,69.0,222.0,840.0,24.0,33.0,2.0,3.0
372,Danilo Belluardo,72.0,155.0,74.0,Southpaw,2,0,0,2,0,514,0.0,0.0,0.0,262,13,21,56,69,2,2,9,17,0,0,4,4,8,14,0,0,5,7,0.0,0.0,1.0,68.0,41.0,70.0,111.0,144.0,1.0,2.0,38.0,61.0,1.0,4.0,2.0,5.0,5.0,25.0,2.0,2.0,34.0,43.0
373,Danilo Marques,78.0,205.0,77.0,Orthodox,4,2,0,2,0,2289,0.0,2.0,0.0,1357,55,69,110,146,10,35,40,52,12,14,3,3,27,40,0,1,28,28,0.0,1.0,1.0,262.0,96.0,201.0,138.0,248.0,2.0,2.0,77.0,177.0,9.0,11.0,10.0,13.0,54.0,137.0,8.0,8.0,34.0,56.0
374,Danny Castillo,69.0,155.0,71.0,Orthodox,14,7,0,7,0,10408,2.0,3.0,3.0,3912,471,1085,699,1343,31,89,312,894,70,93,89,98,267,788,72,84,132,213,3.0,20.0,3.0,1220.0,369.0,959.0,661.0,1274.0,13.0,33.0,185.0,716.0,90.0,138.0,94.0,105.0,306.0,866.0,32.0,55.0,31.0,38.0
375,Danny Chavez,68.0,145.0,67.0,Orthodox,4,1,0,3,0,2772,0.0,0.0,0.0,170,132,342,150,360,6,10,73,260,20,31,39,51,109,308,11,18,12,16,1.0,0.0,0.0,644.0,177.0,361.0,281.0,475.0,2.0,16.0,78.0,232.0,47.0,66.0,52.0,63.0,151.0,324.0,17.0,24.0,9.0,13.0
376,Danny Downes,72.0,155.0,72.0,Orthodox,2,0,0,2,0,1800,0.0,1.0,0.0,59,38,115,70,150,0,0,13,81,18,24,7,10,22,96,16,19,0,0,0.0,7.0,0.0,1260.0,114.0,165.0,250.0,311.0,14.0,22.0,89.0,138.0,14.0,16.0,11.0,11.0,51.0,90.0,23.0,26.0,40.0,49.0
377,Danny Henry,72.0,145.0,73.0,Orthodox,4,2,0,2,0,1211,2.0,3.0,0.0,366,105,202,165,271,1,3,74,154,22,38,9,10,61,145,6,8,38,49,1.0,2.0,0.0,228.0,84.0,155.0,93.0,165.0,2.0,4.0,53.0,119.0,12.0,12.0,19.0,24.0,59.0,119.0,12.0,18.0,13.0,18.0
378,Danny Martinez,66.0,125.0,67.0,Orthodox,4,1,0,3,0,3600,1.0,0.0,1.0,998,193,608,233,655,14,28,127,505,61,98,5,5,143,515,38,73,12,20,1.0,0.0,0.0,800.0,228.0,602.0,334.0,723.0,18.0,28.0,170.0,521.0,38.0,60.0,20.0,21.0,159.0,503.0,49.0,75.0,20.0,24.0
379,Danny Roberts,73.0,170.0,74.0,Southpaw,13,7,0,6,0,7038,3.0,2.0,3.0,1145,361,891,421,964,2,19,206,689,92,127,63,75,218,691,82,117,61,83,6.0,11.0,1.0,1968.0,411.0,843.0,573.0,1033.0,17.0,40.0,294.0,679.0,80.0,118.0,37.0,46.0,264.0,630.0,98.0,144.0,49.0,69.0
380,Danyelle Wolf,71.0,145.0,70.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,0,20,95,44,120,0,0,12,80,7,13,1,2,18,92,2,2,0,1,1.0,0.0,0.0,401.0,52.0,110.0,99.0,161.0,2.0,2.0,32.0,80.0,8.0,10.0,12.0,20.0,33.0,84.0,6.0,7.0,13.0,19.0
381,Darian Weeks,71.0,170.0,72.0,Orthodox,3,0,0,3,0,2700,0.0,0.0,0.0,479,202,394,234,429,6,20,93,243,55,82,54,69,175,353,24,37,3,4,0.0,0.0,0.0,77.0,205.0,427.0,238.0,461.0,0.0,2.0,112.0,311.0,47.0,59.0,46.0,57.0,188.0,406.0,17.0,21.0,0.0,0.0
382,Darko Stosic,72.0,205.0,76.0,Orthodox,4,1,0,3,0,2893,0.0,0.0,0.0,590,126,277,154,317,11,22,72,198,13,23,41,56,86,208,21,37,19,32,0.0,0.0,0.0,174.0,195.0,467.0,246.0,524.0,2.0,12.0,114.0,358.0,55.0,80.0,26.0,29.0,180.0,448.0,11.0,15.0,4.0,4.0
383,Daron Cruickshank,68.0,155.0,72.0,Switch,13,6,0,6,1,7949,5.0,2.0,2.0,1025,381,1001,473,1111,18,43,216,745,105,182,60,74,276,849,62,96,43,56,0.0,12.0,1.0,1652.0,395.0,927.0,545.0,1109.0,8.0,20.0,218.0,682.0,82.0,126.0,95.0,119.0,299.0,769.0,38.0,77.0,58.0,81.0
384,Darrell Horcher,70.0,155.0,70.0,Southpaw,4,1,0,3,0,2608,0.0,2.0,1.0,588,89,199,153,270,1,2,68,172,13,18,8,9,39,132,25,33,25,34,0.0,3.0,1.0,1040.0,183.0,301.0,400.0,530.0,9.0,17.0,126.0,233.0,32.0,35.0,25.0,33.0,57.0,141.0,19.0,23.0,107.0,137.0
385,Darrell Montague,66.0,125.0,67.0,Southpaw,3,0,0,3,0,1249,0.0,2.0,0.0,56,40,155,49,164,1,4,23,120,7,21,10,14,39,150,1,4,0,1,4.0,0.0,0.0,200.0,112.0,237.0,132.0,262.0,2.0,3.0,86.0,196.0,21.0,33.0,5.0,8.0,63.0,170.0,13.0,16.0,36.0,51.0
386,Darren Elkins,70.0,145.0,71.0,Orthodox,27,17,0,10,0,19131,2.0,23.0,3.0,6817,1127,2944,2406,4404,58,170,855,2535,222,344,50,65,634,2217,239,355,254,372,6.0,18.0,8.0,2907.0,1069.0,2219.0,1568.0,2799.0,23.0,55.0,769.0,1838.0,174.0,233.0,126.0,148.0,763.0,1799.0,154.0,214.0,152.0,206.0
387,Darren Stewart,72.0,205.0,74.0,Orthodox,14,5,0,7,2,7703,2.0,1.0,0.0,1247,392,860,561,1059,15,33,248,678,58,73,86,109,223,625,116,151,53,84,1.0,5.0,2.0,2659.0,422.0,820.0,713.0,1139.0,26.0,80.0,316.0,661.0,64.0,102.0,42.0,57.0,236.0,568.0,128.0,178.0,58.0,74.0
388,Darren Till,72.0,185.0,74.0,Southpaw,12,6,0,6,0,9797,5.0,0.0,1.0,641,375,801,418,849,6,13,258,649,52,71,65,81,284,669,39,61,52,71,3.0,6.0,0.0,1883.0,540.0,1235.0,773.0,1499.0,16.0,53.0,329.0,940.0,74.0,113.0,137.0,182.0,278.0,874.0,122.0,171.0,140.0,190.0
389,Darren Uyenoyama,66.0,125.0,65.0,Orthodox,4,2,0,2,0,2908,0.0,3.0,2.0,566,66,165,161,280,4,15,34,115,17,32,15,18,45,137,8,10,13,18,2.0,0.0,1.0,897.0,109.0,354.0,147.0,405.0,8.0,12.0,59.0,279.0,21.0,38.0,29.0,37.0,84.0,293.0,13.0,19.0,12.0,42.0
390,Darrick Minner,67.0,145.0,69.0,Orthodox,6,2,0,4,0,2845,1.0,9.0,4.0,1366,114,169,237,304,8,9,67,115,31,33,16,21,52,89,26,31,36,49,1.0,11.0,5.0,889.0,109.0,166.0,414.0,491.0,3.0,9.0,82.0,136.0,25.0,26.0,2.0,4.0,22.0,48.0,3.0,5.0,84.0,113.0
391,Dave Herman,76.0,242.0,77.0,Orthodox,5,1,0,4,0,1670,1.0,0.0,0.0,112,125,213,131,219,3,3,52,125,34,42,39,46,95,162,14,25,16,26,4.0,3.0,0.0,419.0,106.0,207.0,171.0,293.0,3.0,8.0,77.0,175.0,10.0,12.0,19.0,20.0,82.0,169.0,11.0,17.0,13.0,21.0
392,Davey Grant,68.0,135.0,69.0,Orthodox,10,5,0,5,0,6755,3.0,1.0,2.0,1294,544,1231,626,1324,12,28,258,836,187,276,99,119,453,1091,44,73,47,67,3.0,7.0,5.0,1111.0,453.0,1035.0,532.0,1124.0,8.0,23.0,277.0,788.0,115.0,179.0,61.0,68.0,369.0,904.0,39.0,52.0,45.0,79.0
393,Davi Ramos,66.0,155.0,70.0,Orthodox,7,4,0,3,0,4622,0.0,3.0,0.0,757,203,538,269,614,10,25,147,438,31,73,25,27,159,479,20,27,24,32,1.0,0.0,0.0,539.0,265.0,607.0,350.0,707.0,1.0,6.0,161.0,462.0,51.0,87.0,53.0,58.0,229.0,558.0,15.0,17.0,21.0,32.0
394,David Bielkheden,70.0,155.0,71.0,Orthodox,3,1,0,2,0,1480,0.0,0.0,0.0,616,41,59,102,121,7,11,32,50,6,6,3,3,1,6,20,23,20,30,0.0,3.0,0.0,704.0,56.0,118.0,152.0,215.0,3.0,4.0,50.0,112.0,5.0,5.0,1.0,1.0,1.0,9.0,8.0,8.0,47.0,101.0
395,David Branch,73.0,185.0,78.0,Orthodox,9,4,0,5,0,4942,1.0,0.0,0.0,2060,137,344,335,571,14,43,65,251,41,55,31,38,68,251,48,59,21,34,1.0,4.0,0.0,756.0,157.0,363.0,216.0,438.0,9.0,16.0,105.0,292.0,29.0,43.0,23.0,28.0,74.0,241.0,36.0,54.0,47.0,68.0
396,David Dvorak,65.0,125.0,68.0,Orthodox,5,3,0,2,0,3738,0.0,1.0,2.0,347,216,511,285,592,2,7,111,350,48,89,57,72,185,460,26,44,5,7,2.0,2.0,1.0,196.0,200.0,491.0,235.0,537.0,3.0,16.0,100.0,360.0,57.0,78.0,43.0,53.0,167.0,441.0,20.0,27.0,13.0,23.0
397,David Heath,71.0,205.0,72.0,Orthodox,5,2,0,3,0,2754,0.0,3.0,0.0,289,68,226,127,289,1,2,41,184,12,21,15,21,51,196,8,16,9,14,1.0,4.0,0.0,527.0,237.0,467.0,348.0,593.0,3.0,7.0,151.0,368.0,53.0,60.0,33.0,39.0,114.0,285.0,39.0,53.0,84.0,129.0
398,David Loiseau,72.0,185.0,76.0,Orthodox,9,4,0,5,0,6267,4.0,1.0,2.0,872,166,372,220,429,3,7,121,308,26,40,19,24,52,195,57,93,57,84,3.0,3.0,1.0,2770.0,380.0,670.0,841.0,1220.0,21.0,33.0,198.0,458.0,141.0,162.0,41.0,50.0,123.0,335.0,133.0,175.0,124.0,160.0
399,David Mitchell,72.0,170.0,75.0,Orthodox,5,1,0,4,0,4075,0.0,9.0,1.0,458,118,363,354,621,3,6,79,302,28,39,11,22,69,281,28,48,21,34,2.0,9.0,3.0,2173.0,140.0,317.0,235.0,427.0,17.0,24.0,109.0,275.0,14.0,22.0,17.0,20.0,66.0,186.0,22.0,42.0,52.0,89.0
400,David Onama,71.0,155.0,74.0,Orthodox,4,2,0,2,0,2557,2.0,1.0,1.0,249,226,493,282,561,3,15,188,441,31,45,7,7,182,425,22,31,22,37,0.0,2.0,1.0,958.0,245.0,510.0,324.0,623.0,11.0,20.0,172.0,416.0,51.0,67.0,22.0,27.0,186.0,413.0,34.0,58.0,25.0,39.0
401,David Teymur,69.0,155.0,73.0,Southpaw,6,5,0,1,0,3826,3.0,0.0,0.0,171,299,692,336,738,4,12,134,467,61,104,104,121,270,646,21,34,8,12,0.0,1.0,0.0,122.0,225.0,505.0,254.0,536.0,4.0,18.0,116.0,360.0,65.0,91.0,44.0,54.0,200.0,461.0,23.0,42.0,2.0,2.0
402,David Zawada,72.0,170.0,75.0,Orthodox,5,1,0,4,0,3717,1.0,7.0,1.0,376,238,578,367,718,4,12,136,455,77,95,25,28,190,498,42,72,6,8,1.0,1.0,1.0,1046.0,281.0,632.0,384.0,764.0,6.0,14.0,211.0,545.0,37.0,44.0,33.0,43.0,219.0,544.0,22.0,36.0,40.0,52.0
403,DeAnna Bennett,64.0,125.0,68.0,Orthodox,1,0,0,1,0,900,0.0,1.0,0.0,590,47,81,82,117,0,11,25,54,16,21,6,6,27,57,19,23,1,1,1.0,0.0,0.0,24.0,49.0,117.0,102.0,175.0,0.0,0.0,34.0,98.0,12.0,16.0,3.0,3.0,32.0,91.0,17.0,24.0,0.0,2.0
404,Dean Lister,73.0,185.0,75.0,Orthodox,6,4,0,2,0,3972,0.0,5.0,1.0,560,86,256,154,335,8,54,53,203,11,24,22,29,66,213,4,22,16,21,4.0,0.0,0.0,1546.0,141.0,361.0,243.0,466.0,2.0,2.0,108.0,315.0,15.0,20.0,18.0,26.0,81.0,265.0,25.0,39.0,35.0,57.0
405,Deiveson Figueiredo,65.0,125.0,68.0,Orthodox,13,10,0,3,0,9115,11.0,18.0,0.0,1589,497,891,598,1000,15,36,324,662,128,170,45,59,355,696,36,53,106,142,1.0,3.0,0.0,1623.0,536.0,1118.0,673.0,1272.0,20.0,48.0,375.0,895.0,82.0,124.0,79.0,99.0,437.0,960.0,53.0,81.0,46.0,77.0
406,Demetrious Johnson,63.0,125.0,66.0,Orthodox,18,15,0,3,0,20052,3.0,12.0,3.0,6144,1173,2154,1956,3028,74,135,533,1311,369,472,271,371,665,1509,359,468,149,177,1.0,8.0,2.0,3336.0,582.0,1772.0,1158.0,2424.0,32.0,111.0,249.0,1270.0,223.0,333.0,110.0,169.0,350.0,1431.0,200.0,292.0,32.0,49.0
407,Demian Maia,73.0,170.0,72.0,Southpaw,33,22,0,11,0,24580,1.0,27.0,8.0,9316,739,1696,1762,2899,68,274,592,1493,108,153,39,50,371,1188,89,135,279,373,5.0,6.0,10.0,2994.0,846.0,2327.0,1379.0,2921.0,15.0,39.0,567.0,1924.0,106.0,185.0,173.0,218.0,655.0,2026.0,58.0,95.0,133.0,206.0
408,Denis Kang,71.0,185.0,77.0,Orthodox,3,1,0,2,0,2040,1.0,2.0,0.0,1047,68,173,184,301,8,12,50,146,15,22,3,5,31,113,6,13,31,47,0.0,2.0,1.0,111.0,61.0,166.0,91.0,200.0,3.0,3.0,35.0,132.0,17.0,24.0,9.0,10.0,38.0,113.0,7.0,10.0,16.0,43.0
409,Dennis Bermudez,66.0,155.0,66.0,Orthodox,17,10,0,7,0,11807,5.0,14.0,3.0,4290,870,1881,1330,2403,51,127,583,1505,127,194,160,182,461,1248,159,257,250,376,8.0,8.0,2.0,1779.0,605.0,1476.0,782.0,1682.0,10.0,58.0,422.0,1215.0,125.0,180.0,58.0,81.0,411.0,1183.0,145.0,217.0,49.0,76.0
410,Dennis Hallman,69.0,155.0,72.0,Orthodox,9,4,0,5,0,5023,1.0,12.0,2.0,1847,94,209,288,424,10,33,63,166,19,26,12,17,23,91,20,38,51,80,1.0,2.0,2.0,2012.0,164.0,291.0,406.0,560.0,3.0,4.0,113.0,227.0,37.0,43.0,14.0,21.0,51.0,127.0,33.0,44.0,80.0,120.0
411,Dennis Siver,66.0,145.0,70.0,Orthodox,21,12,0,8,1,13459,7.0,5.0,5.0,2290,869,2678,1594,3528,13,40,494,2091,118,228,257,359,737,2423,46,126,86,129,8.0,10.0,6.0,2392.0,598.0,1711.0,764.0,1910.0,21.0,60.0,372.0,1335.0,99.0,170.0,127.0,206.0,472.0,1477.0,44.0,77.0,82.0,157.0
412,Denys Bondar,66.0,125.0,69.0,Orthodox,1,0,0,1,0,82,0.0,0.0,0.0,37,4,5,4,5,1,1,2,3,0,0,2,2,4,5,0,0,0,0,0.0,1.0,1.0,15.0,3.0,11.0,6.0,15.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0
413,Dequan Townsend,75.0,205.0,79.0,Orthodox,4,0,0,4,0,2937,0.0,0.0,0.0,24,60,172,145,267,0,0,24,126,30,39,6,7,36,145,21,24,3,3,1.0,0.0,0.0,1776.0,192.0,313.0,389.0,543.0,8.0,15.0,123.0,232.0,47.0,58.0,22.0,23.0,77.0,160.0,36.0,50.0,79.0,103.0
414,Derek Brunson,73.0,185.0,77.0,Southpaw,20,14,0,6,0,10207,6.0,6.0,0.0,4021,611,1307,1164,1952,35,112,430,1041,90,137,91,129,375,930,93,140,143,237,5.0,0.0,0.0,203.0,502.0,1052.0,818.0,1389.0,2.0,17.0,286.0,751.0,143.0,189.0,73.0,112.0,370.0,878.0,88.0,120.0,44.0,54.0
415,Deron Winn,66.0,185.0,70.0,Orthodox,5,2,0,3,0,3998,0.0,0.0,1.0,1140,303,680,388,781,19,36,221,585,60,73,22,22,242,591,50,77,11,12,2.0,1.0,0.0,129.0,414.0,767.0,467.0,830.0,3.0,5.0,338.0,684.0,68.0,75.0,8.0,8.0,318.0,649.0,67.0,83.0,29.0,35.0
416,Derrick Krantz,70.0,170.0,72.0,Orthodox,2,0,0,2,0,1132,0.0,1.0,1.0,434,39,103,61,128,4,8,28,90,7,9,4,4,35,95,1,4,3,4,1.0,0.0,1.0,72.0,76.0,153.0,79.0,156.0,0.0,0.0,58.0,118.0,7.0,21.0,11.0,14.0,64.0,139.0,5.0,7.0,7.0,7.0
417,Derrick Lewis,75.0,260.0,79.0,Orthodox,25,17,0,8,0,13543,8.0,0.0,3.0,1544,580,1144,635,1205,9,32,453,966,98,138,29,40,240,664,108,159,232,321,4.0,7.0,3.0,4067.0,580.0,988.0,1039.0,1498.0,35.0,78.0,336.0,679.0,129.0,179.0,115.0,130.0,365.0,694.0,105.0,148.0,110.0,146.0
418,Desmond Green,70.0,155.0,73.0,Southpaw,7,4,0,3,0,5572,1.0,0.0,0.0,347,344,746,383,791,10,20,232,590,62,94,50,62,286,669,31,45,27,32,0.0,3.0,0.0,304.0,233.0,752.0,272.0,791.0,6.0,24.0,100.0,537.0,53.0,118.0,80.0,97.0,209.0,715.0,11.0,23.0,13.0,14.0
419,Devin Clark,72.0,205.0,75.0,Orthodox,14,7,0,7,0,9378,3.0,1.0,1.0,3201,460,830,1185,1638,24,68,245,564,135,165,80,101,218,536,144,180,98,114,4.0,8.0,0.0,2484.0,447.0,800.0,692.0,1077.0,12.0,27.0,271.0,597.0,122.0,141.0,54.0,62.0,175.0,447.0,155.0,198.0,117.0,155.0
420,Devin Powell,72.0,155.0,73.0,Orthodox,4,1,0,3,0,2812,1.0,2.0,1.0,147,135,324,221,422,0,5,43,191,35,56,57,77,102,264,18,33,15,27,0.0,2.0,1.0,1195.0,172.0,351.0,245.0,437.0,7.0,7.0,98.0,256.0,54.0,67.0,20.0,28.0,93.0,242.0,44.0,53.0,35.0,56.0
421,Devonte Smith,69.0,155.0,76.0,Orthodox,6,3,0,3,0,2423,2.0,1.0,0.0,207,163,316,205,359,1,4,94,231,37,50,32,35,117,255,30,38,16,23,2.0,0.0,1.0,460.0,152.0,297.0,183.0,331.0,1.0,6.0,63.0,180.0,53.0,71.0,36.0,46.0,109.0,235.0,33.0,45.0,10.0,17.0
422,Dhiego Lima,74.0,170.0,75.0,Orthodox,11,4,0,7,0,5715,2.0,4.0,0.0,843,297,761,371,852,8,23,189,616,49,75,59,70,229,646,11,14,57,101,6.0,2.0,1.0,1354.0,370.0,886.0,496.0,1046.0,9.0,34.0,264.0,720.0,60.0,107.0,46.0,59.0,272.0,761.0,38.0,46.0,60.0,79.0
423,Diana Belbita,67.0,125.0,68.0,Orthodox,4,1,0,3,0,2863,1.0,0.0,0.0,230,307,724,360,788,2,4,172,559,75,98,60,67,259,653,42,63,6,8,0.0,4.0,0.0,914.0,295.0,598.0,349.0,655.0,8.0,25.0,213.0,494.0,60.0,75.0,22.0,29.0,203.0,475.0,44.0,57.0,48.0,66.0
424,Diego Brandao,67.0,145.0,64.0,Orthodox,10,6,0,4,0,4762,3.0,3.0,0.0,1183,233,486,362,636,17,25,159,378,48,70,26,38,162,371,26,34,45,81,3.0,4.0,2.0,997.0,268.0,714.0,435.0,913.0,5.0,26.0,185.0,604.0,61.0,85.0,22.0,25.0,160.0,533.0,34.0,51.0,74.0,130.0
425,Diego Ferreira,69.0,155.0,74.0,Orthodox,13,8,0,5,0,7180,2.0,6.0,5.0,1010,559,1480,700,1648,6,25,398,1225,114,198,47,57,425,1296,44,65,90,119,2.0,0.0,0.0,1582.0,401.0,927.0,476.0,1018.0,22.0,60.0,293.0,772.0,71.0,112.0,37.0,43.0,306.0,770.0,35.0,54.0,60.0,103.0
426,Diego Nunes,66.0,145.0,67.0,Orthodox,6,3,0,3,0,5400,3.0,0.0,0.0,674,266,600,287,627,5,9,109,370,73,104,84,126,183,467,59,84,24,49,0.0,3.0,0.0,1577.0,290.0,680.0,566.0,990.0,20.0,69.0,147.0,485.0,49.0,71.0,94.0,124.0,140.0,484.0,76.0,110.0,74.0,86.0
427,Diego Rivas,68.0,145.0,69.0,Orthodox,4,2,0,2,0,3023,1.0,3.0,4.0,623,69,171,108,217,6,10,36,116,15,33,18,22,42,137,16,18,11,16,0.0,4.0,3.0,965.0,108.0,225.0,189.0,322.0,5.0,14.0,57.0,160.0,27.0,41.0,24.0,24.0,71.0,170.0,11.0,20.0,26.0,35.0
428,Diego Sanchez,70.0,170.0,72.0,Southpaw,32,19,0,13,0,23827,6.0,18.0,3.0,5963,1058,2833,1426,3261,36,166,730,2355,250,378,78,100,612,2110,112,188,334,535,11.0,10.0,3.0,3763.0,1238.0,2847.0,1895.0,3597.0,37.0,70.0,954.0,2483.0,178.0,236.0,106.0,128.0,862.0,2235.0,198.0,303.0,178.0,309.0
429,Dmitrii Smoliakov,74.0,253.0,74.0,Switch,3,0,0,3,0,834,0.0,0.0,0.0,0,20,47,95,133,0,4,11,34,7,10,2,3,12,35,7,11,1,1,0.0,1.0,0.0,468.0,53.0,120.0,133.0,264.0,2.0,8.0,47.0,114.0,6.0,6.0,0.0,0.0,10.0,37.0,6.0,11.0,37.0,72.0
430,Dmitry Sosnovskiy,75.0,240.0,77.0,Orthodox,1,1,0,0,0,569,0.0,2.0,1.0,255,28,40,53,71,2,3,22,32,5,7,1,1,10,18,5,8,13,14,0.0,0.0,1.0,209.0,24.0,37.0,73.0,91.0,0.0,1.0,11.0,24.0,12.0,12.0,1.0,1.0,7.0,17.0,3.0,4.0,14.0,16.0
431,Domingo Pilarte,72.0,135.0,73.0,Southpaw,3,0,0,2,1,1838,0.0,1.0,1.0,459,15,36,187,252,2,5,7,23,6,9,2,4,7,25,7,10,1,1,1.0,2.0,1.0,1172.0,57.0,92.0,335.0,424.0,5.0,11.0,45.0,76.0,8.0,12.0,4.0,4.0,11.0,22.0,7.0,14.0,39.0,56.0
432,Dominic Waters,73.0,170.0,79.0,Orthodox,3,0,0,3,0,1991,0.0,0.0,0.0,813,16,69,71,126,9,17,13,63,3,3,0,3,13,64,1,3,2,2,0.0,4.0,1.0,674.0,84.0,139.0,249.0,309.0,5.0,7.0,51.0,100.0,26.0,30.0,7.0,9.0,29.0,69.0,12.0,12.0,43.0,58.0
433,Dominick Cruz,68.0,135.0,68.0,Orthodox,10,7,0,3,0,10996,1.0,1.0,2.0,1358,780,2053,938,2237,28,88,518,1686,141,226,121,141,693,1940,53,66,34,47,7.0,0.0,0.0,404.0,588.0,1721.0,728.0,1881.0,6.0,37.0,343.0,1365.0,114.0,194.0,131.0,162.0,519.0,1613.0,54.0,88.0,15.0,20.0
434,Dominick Reyes,76.0,205.0,77.0,Southpaw,10,6,0,4,0,5051,4.0,2.0,0.0,257,400,800,431,837,2,7,191,542,121,157,88,101,331,711,41,48,28,41,3.0,0.0,0.0,518.0,317.0,614.0,346.0,645.0,7.0,36.0,181.0,443.0,68.0,87.0,68.0,84.0,292.0,572.0,13.0,21.0,12.0,21.0
435,Dominique Steele,70.0,170.0,74.0,Orthodox,5,1,0,4,0,3370,2.0,0.0,0.0,1263,139,286,250,405,11,30,99,226,33,51,7,9,58,161,48,79,33,46,1.0,1.0,0.0,666.0,148.0,306.0,248.0,416.0,4.0,18.0,92.0,228.0,46.0,65.0,10.0,13.0,77.0,197.0,61.0,98.0,10.0,11.0
436,Don Madge,72.0,155.0,72.0,Southpaw,2,2,0,0,0,1214,2.0,1.0,0.0,609,42,80,114,164,3,12,25,59,12,14,5,7,20,49,6,11,16,20,0.0,0.0,0.0,374.0,15.0,46.0,76.0,112.0,1.0,5.0,10.0,40.0,2.0,3.0,3.0,3.0,13.0,38.0,2.0,4.0,0.0,4.0
437,Don'Tale Mayes,78.0,260.0,81.0,Orthodox,5,2,0,3,0,3917,0.0,0.0,0.0,934,190,461,333,625,7,10,101,341,52,71,37,49,163,421,18,24,9,16,2.0,2.0,0.0,869.0,252.0,457.0,370.0,587.0,9.0,13.0,152.0,334.0,58.0,75.0,42.0,48.0,184.0,365.0,35.0,44.0,33.0,48.0
438,Donald Cerrone,73.0,170.0,73.0,Orthodox,38,23,0,14,1,21408,20.0,11.0,4.0,2318,1748,3691,1931,3903,24,83,893,2630,442,589,413,472,1478,3290,151,229,119,172,9.0,4.0,1.0,1192.0,1825.0,3768.0,2031.0,4001.0,8.0,70.0,1069.0,2721.0,444.0,668.0,312.0,379.0,1558.0,3375.0,211.0,305.0,56.0,88.0
439,Dong Hyun Kim,74.0,170.0,76.0,Southpaw,18,13,0,4,1,11978,4.0,8.0,2.0,5915,424,865,1158,1656,39,89,327,740,44,57,53,68,155,470,84,106,185,289,2.0,5.0,2.0,2317.0,377.0,910.0,668.0,1230.0,17.0,60.0,189.0,636.0,109.0,166.0,79.0,108.0,201.0,646.0,142.0,214.0,34.0,50.0
440,Dong Hyun Ma,71.0,155.0,70.0,Orthodox,8,3,0,5,0,4962,1.0,0.0,1.0,801,235,567,372,717,7,13,162,461,32,57,41,49,185,488,32,52,18,27,6.0,1.0,2.0,1338.0,339.0,748.0,483.0,911.0,6.0,9.0,241.0,606.0,63.0,89.0,35.0,53.0,237.0,589.0,45.0,67.0,57.0,92.0
441,Dongi Yang,70.0,185.0,73.0,Southpaw,5,2,0,3,0,3697,2.0,2.0,1.0,795,219,428,354,604,7,17,157,354,31,38,31,36,145,340,10,10,64,78,1.0,1.0,1.0,359.0,198.0,546.0,246.0,598.0,5.0,13.0,90.0,391.0,50.0,83.0,58.0,72.0,167.0,496.0,27.0,44.0,4.0,6.0
442,Dooho Choi,70.0,145.0,70.0,Orthodox,6,3,0,3,0,2201,4.0,0.0,0.0,155,195,381,210,398,1,5,146,318,29,38,20,25,151,319,27,39,17,23,3.0,0.0,1.0,300.0,234.0,500.0,267.0,539.0,4.0,8.0,151.0,371.0,59.0,86.0,24.0,43.0,184.0,440.0,31.0,35.0,19.0,25.0
