FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent,form_skore_fighter,Win_Decision,Win_Other,Win-striking,Win-ground,Lost_Decision,Lost_Other,Lost-striking,Lost-ground,AGE,fights_coef,lost_ground_rat,coef_zada,ground_def_skill,fights_coef_gr_att,win_ground_rat,coef_kontrola,ground_att_skill,fights_coef_str_def,lost_str_rat,coef_nohy,stand_def_skill,fights_coef_str_att,stand_att_skill,fights_coef_stamina,avg_time,win_dec_rat,stamina
Cody Pfister,70.0,155.0,73.0,Orthodox,4,1,0,3,0,2550,0.0,0.0,2.0,978,60,231,177,358,8,26,52,216,8,14,0,1,35,193,13,20,12,18,1.0,4.0,3.0,717.0,119.0,247.0,267.0,418.0,5.0,5.0,71.0,185.0,23.0,36.0,25.0,26.0,62.0,157.0,25.0,36.0,32.0,54.0,-0.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,32.0,0.0,0.5,0.2811764705882353,46.56470588235294,0.0,0.0,0.3835294117647059,37.258823529411764,4.0,0.0,0.3352941176470588,57.41176470588235,0.0,35.088235294117645,0.0,2.125,0.25,37.125
Cody Stamann,66.0,145.0,64.0,Orthodox,11,6,0,5,0,7828,1.0,0.0,1.0,1780,547,1152,787,1411,24,56,363,898,131,182,53,72,389,938,87,126,71,88,0.0,5.0,1.0,858.0,442.0,1196.0,775.0,1568.0,13.0,54.0,270.0,945.0,85.0,138.0,87.0,113.0,366.0,1074.0,41.0,80.0,35.0,42.0,-0.3000000000000001,5.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,33.0,2.3333333333333335,0.18181818181818182,0.10960654062340316,63.590591660085785,0.5833333333333334,0.09090909090909091,0.22738886050076648,37.232498722534494,11.0,0.0,0.6630045988758303,77.52018395503322,0.6363636363636364,61.562479676685086,1.1666666666666667,2.372121212121212,0.45454545454545453,51.38727272727273
Colby Covington,71.0,170.0,72.0,Orthodox,15,12,0,3,0,14903,1.0,3.0,1.0,6989,1018,2606,1863,3598,67,146,717,2202,159,242,142,162,799,2288,107,158,112,160,4.0,4.0,2.0,377.0,758.0,1709.0,1058.0,2036.0,7.0,25.0,498.0,1368.0,182.0,252.0,78.0,89.0,619.0,1548.0,89.0,104.0,50.0,57.0,0.30000000000000004,7.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,34.0,5.5,0.06666666666666667,0.025296920083204725,72.74109239750386,0.9166666666666666,0.0,0.46896598000402606,64.10346910018117,7.5,0.06666666666666667,0.5057370999127693,65.06281732984411,0.6875,51.008169496074615,2.75,3.3117777777777775,0.4666666666666667,60.72844444444445
Cole Escovedo,67.0,135.0,72.0,Orthodox,3,0,0,3,0,2370,0.0,0.0,0.0,168,82,174,109,203,2,5,28,104,41,49,13,21,66,147,15,25,1,2,2.0,1.0,0.0,719.0,218.0,391.0,291.0,467.0,7.0,8.0,129.0,285.0,61.0,71.0,28.0,35.0,181.0,332.0,28.0,43.0,9.0,16.0,-1.2000000000000002,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,41.0,-1.0,0.0,0.30337552742616036,59.89873417721519,-0.25,0.0,0.07088607594936709,20.189873417721518,1.5,0.3333333333333333,0.6257383966244726,53.196202531645575,-0.25,45.15822784810127,-0.25,2.6333333333333333,0.0,26.383333333333333
Cole Miller,73.0,145.0,73.0,Orthodox,20,10,0,9,1,12099,4.0,24.0,9.0,1841,605,1816,832,2064,8,22,421,1530,103,186,81,100,476,1621,70,109,59,86,4.0,2.0,4.0,3385.0,783.0,1923.0,1243.0,2435.0,27.0,44.0,512.0,1568.0,130.0,188.0,141.0,167.0,574.0,1565.0,66.0,115.0,143.0,243.0,-1.3,2.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,38.0,8.0,0.05,0.27977518803206874,68.10674435903795,1.1428571428571428,0.05,0.15216133564757417,56.31154581842655,10.0,0.05,0.568063476320357,70.72253905281428,0.8,57.41285643441607,1.6,2.0165,0.1,39.0165
Cole Smith,71.0,135.0,67.0,Orthodox,3,1,0,2,0,2700,0.0,5.0,0.0,1186,80,226,151,307,5,15,33,126,24,66,23,34,56,192,17,27,7,7,2.0,2.0,2.0,780.0,88.0,175.0,161.0,256.0,6.0,11.0,69.0,147.0,9.0,16.0,10.0,12.0,53.0,128.0,16.0,25.0,19.0,22.0,-0.6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,-1.0,0.0,0.28888888888888886,60.333333333333336,-0.25,0.0,0.43925925925925924,36.766666666666666,3.0,0.0,0.27185185185185184,53.87407407407407,-0.25,29.233333333333334,-0.3333333333333333,3.0,0.3333333333333333,39.666666666666664
Cole Williams,72.0,170.0,73.0,Orthodox,2,0,0,2,0,584,0.0,0.0,0.0,0,3,11,25,33,0,0,3,9,0,2,0,0,3,11,0,0,0,0,0.0,2.0,0.0,463.0,52.0,68.0,82.0,108.0,3.0,4.0,42.0,57.0,6.0,7.0,4.0,4.0,13.0,21.0,1.0,1.0,38.0,46.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,-0.6666666666666666,1.0,0.7928082191780822,15.549086757990867,-0.6666666666666666,0.0,0.0,12.0,2.0,0.0,0.2071917808219178,50.28767123287671,-0.6666666666666666,21.323630136986303,-0.6666666666666666,0.9733333333333334,0.0,22.64
Colin Fletcher,74.0,155.0,0.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,0.0,110,93,268,127,306,0,2,32,144,20,49,41,75,86,256,5,9,2,3,0.0,0.0,0.0,630.0,89.0,235.0,103.0,250.0,8.0,11.0,63.0,175.0,18.0,42.0,8.0,18.0,71.0,212.0,4.0,5.0,14.0,18.0,-0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,-2.0,0.0,0.35,57.5,-0.6666666666666666,0.0,0.06111111111111111,14.75,2.0,0.0,0.5888888888888889,65.55555555555556,-0.6666666666666666,38.5,-0.6666666666666666,3.0,0.0,24.666666666666668
Colin Robinson,76.0,243.0,0.0,Orthodox,2,0,0,2,0,349,0.0,2.0,0.0,135,36,52,63,79,1,1,26,41,10,11,0,0,0,2,16,18,20,32,1.0,0.0,1.0,147.0,46.0,74.0,73.0,101.0,1.0,2.0,40.0,64.0,4.0,8.0,2.0,2.0,5.0,8.0,16.0,23.0,25.0,43.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,-1.0,0.5,0.42120343839541546,41.363896848137536,-0.6666666666666666,0.0,0.3868194842406877,29.406876790830946,1.0,0.5,0.19197707736389685,28.679083094555875,-0.6666666666666666,20.638968481375358,-0.6666666666666666,0.5816666666666667,0.0,22.248333333333335
Collin Anglin,69.0,145.0,71.0,Orthodox,2,0,0,2,0,680,0.0,0.0,0.0,31,33,91,36,97,1,2,18,60,11,25,4,6,27,83,6,8,0,0,2.0,0.0,0.0,93.0,94.0,173.0,110.0,189.0,0.0,0.0,51.0,113.0,29.0,41.0,14.0,19.0,80.0,157.0,12.0,12.0,2.0,4.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,-2.0,0.0,0.13676470588235295,63.89705882352941,-0.6666666666666666,0.0,0.045588235294117645,14.051470588235293,0.6666666666666666,1.0,0.8176470588235294,33.37254901960784,-0.6666666666666666,48.794117647058826,-0.6666666666666666,1.1333333333333333,0.0,22.8
Collin Hart,73.0,185.0,0.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,213,95,212,104,223,2,12,67,163,11,18,17,31,75,177,20,35,0,0,0.0,1.0,0.0,42.0,113.0,232.0,119.0,238.0,1.0,2.0,93.0,203.0,13.0,19.0,7.0,10.0,94.0,206.0,17.0,23.0,2.0,3.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,-3.0,0.0,0.04666666666666667,65.6,-1.5,0.0,0.23666666666666666,12.65,1.0,0.0,0.7166666666666667,69.66666666666667,-1.5,34.25,-1.5,3.0,0.0,20.5
Colton Smith,72.0,155.0,71.0,Orthodox,4,1,0,3,0,1980,1.0,3.0,0.0,950,54,130,136,234,9,25,21,84,11,18,22,28,30,100,17,22,7,8,2.0,3.0,2.0,139.0,76.0,157.0,80.0,162.0,3.0,4.0,68.0,146.0,6.0,8.0,2.0,3.0,54.0,120.0,14.0,26.0,8.0,11.0,-1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,35.0,0.0,0.5,0.0702020202020202,52.89393939393939,0.0,0.0,0.4797979797979798,41.59090909090909,2.0,0.25,0.45,50.0,0.0,40.25,0.0,1.65,0.25,36.65
Conor McGregor,69.0,155.0,74.0,Southpaw,14,10,0,4,0,6753,13.0,1.0,1.0,833,599,1204,797,1413,5,9,419,947,102,158,78,99,461,1017,61,74,77,113,1.0,4.0,0.0,1854.0,524.0,1143.0,680.0,1320.0,11.0,33.0,364.0,898.0,88.0,136.0,72.0,109.0,331.0,858.0,96.0,142.0,97.0,143.0,-0.7,2.0,0.0,7.0,1.0,0.0,1.0,1.0,2.0,34.0,3.3333333333333335,0.14285714285714285,0.27454464682363394,60.81127964291003,0.7142857142857143,0.5,0.12335258403672442,37.33658056736688,7.0,0.07142857142857142,0.6021027691396417,68.22696790844282,1.25,84.59462461128388,2.0,1.6078571428571429,0.14285714285714285,42.32214285714286
Constantinos Philippou,71.0,185.0,73.0,Orthodox,10,6,0,4,0,6700,5.0,2.0,1.0,635,244,695,379,858,3,7,196,611,30,56,18,28,176,586,30,44,38,65,2.0,0.0,1.0,2590.0,305.0,669.0,586.0,1010.0,15.0,44.0,165.0,494.0,72.0,95.0,68.0,80.0,189.0,512.0,41.0,57.0,75.0,100.0,-0.5,3.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,43.0,6.0,0.0,0.38656716417910447,64.40298507462687,0.6,0.2,0.09477611940298507,35.96492537313433,5.0,0.1,0.5186567164179104,61.74626865671642,0.6666666666666666,60.33955223880597,1.2,2.2333333333333334,0.3,45.233333333333334
Corey Anderson,75.0,205.0,79.0,Orthodox,15,10,0,5,0,9760,1.0,0.0,0.0,4016,721,1558,1103,2013,53,106,561,1342,105,156,55,60,423,1122,116,194,182,242,5.0,3.0,0.0,191.0,361.0,885.0,454.0,988.0,2.0,12.0,233.0,713.0,55.0,88.0,73.0,84.0,275.0,754.0,71.0,108.0,15.0,23.0,0.5000000000000002,7.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,33.0,11.0,0.0,0.01956967213114754,80.41290983606558,0.7857142857142857,0.06666666666666667,0.41147540983606556,53.94496487119438,3.0,0.26666666666666666,0.5689549180327869,55.09153005464481,0.7333333333333333,57.402971311475405,1.8333333333333333,2.1688888888888886,0.4666666666666667,55.00222222222222
Corey Hill,76.0,155.0,80.0,Orthodox,3,1,0,2,0,1194,0.0,0.0,0.0,498,71,153,130,213,4,5,50,125,18,21,3,7,33,97,16,23,22,33,0.0,1.0,1.0,37.0,32.0,108.0,52.0,128.0,0.0,10.0,13.0,71.0,9.0,14.0,10.0,23.0,23.0,88.0,9.0,20.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,44.0,-0.5,0.3333333333333333,0.03098827470686767,58.570351758793976,-0.3333333333333333,0.0,0.41708542713567837,49.768844221105525,3.0,0.0,0.551926298157454,65.07705192629817,-0.25,41.836683417085425,-0.3333333333333333,1.3266666666666667,0.0,24.66
Cortney Casey,67.0,125.0,67.0,Orthodox,15,6,0,9,0,11422,0.0,6.0,2.0,663,816,2085,1266,2585,5,16,558,1722,87,150,171,213,640,1832,95,142,81,111,1.0,2.0,1.0,3581.0,761.0,1697.0,1120.0,2124.0,29.0,48.0,459.0,1290.0,144.0,218.0,158.0,189.0,607.0,1453.0,78.0,126.0,76.0,118.0,-0.5,3.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,35.0,5.5,0.06666666666666667,0.3135177727193136,64.09446681842059,0.8461538461538461,0.0,0.05804587637891788,41.76591059089746,15.0,0.0,0.6284363509017685,80.13745403607075,0.6875,56.52963579057958,1.1,2.538222222222222,0.2,41.038222222222224
Cory Hendricks,75.0,205.0,0.0,0,1,0,0,1,0,900,0.0,0.0,0.0,18,47,118,52,124,0,2,23,83,17,26,7,9,37,103,10,14,0,1,0.0,0.0,0.0,468.0,61.0,107.0,153.0,203.0,0.0,2.0,47.0,89.0,7.0,11.0,7.0,7.0,37.0,74.0,9.0,11.0,15.0,22.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,-3.0,0.0,0.52,51.4,-1.5,0.0,0.02,2.8999999999999986,1.0,0.0,0.46,59.400000000000006,-1.5,22.7,-1.5,3.0,0.0,20.5
Cory McKenna,63.0,115.0,58.0,Orthodox,4,3,0,1,0,3063,0.0,2.0,1.0,1272,152,400,401,731,8,15,137,377,7,13,8,10,127,370,12,16,13,14,0.0,3.0,0.0,352.0,189.0,358.0,288.0,472.0,2.0,5.0,116.0,267.0,32.0,40.0,41.0,51.0,158.0,321.0,19.0,23.0,12.0,14.0,0.4,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.1149200130590924,66.55239960822723,0.0,0.0,0.4152791380999021,49.937561214495595,4.0,0.0,0.46980084884100554,62.79203395364022,0.0,41.14103819784525,0.0,2.5525,0.5,47.5525
Cory Sandhagen,71.0,135.0,70.0,Switch,11,8,0,3,0,7579,4.0,3.0,3.0,918,777,1748,949,1945,6,29,523,1444,122,157,132,147,657,1551,32,50,88,147,1.0,6.0,1.0,1092.0,532.0,1220.0,712.0,1416.0,13.0,36.0,320.0,948.0,116.0,157.0,96.0,115.0,471.0,1125.0,40.0,65.0,21.0,30.0,0.1,2.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,30.0,3.5,0.09090909090909091,0.14408233276157806,66.45025728987993,0.7,0.2727272727272727,0.12112415886000792,42.032405330518536,11.0,0.0,0.7347935083784141,80.39174033513656,0.7777777777777778,74.67176848308924,1.75,2.296666666666667,0.18181818181818182,43.31939393939394
Cory Walmsley,72.0,205.0,0.0,Orthodox,1,0,0,1,0,152,0.0,0.0,0.0,2,2,2,13,13,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,3.0,0.0,140.0,3.0,6.0,19.0,22.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.9210526315789473,10.868421052631579,-1.5,0.0,0.013157894736842105,2.592105263157894,1.0,0.0,0.06578947368421052,43.63157894736842,-1.5,4.960526315789473,-1.5,0.5066666666666667,0.0,18.006666666666668
Court McGee,71.0,170.0,75.0,Orthodox,20,10,0,10,0,15951,3.0,8.0,1.0,3829,1243,3340,1744,3909,33,131,674,2463,261,499,308,378,1050,3044,78,144,115,152,6.0,4.0,0.0,828.0,982.0,2509.0,1221.0,2775.0,14.0,46.0,700.0,2104.0,173.0,276.0,109.0,129.0,876.0,2327.0,80.0,140.0,26.0,42.0,-0.1,8.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,38.0,16.0,0.0,0.05190897122437465,84.44273086326876,0.8421052631578947,0.0,0.2400476459156166,45.40740722409748,6.666666666666667,0.1,0.7080433828600088,70.98840198106701,0.7619047619047619,61.00480937155754,1.4545454545454546,2.6584999999999996,0.4,50.93122727272727
Crafton Wallace,72.0,185.0,0.0,Orthodox,2,0,0,2,0,553,0.0,0.0,0.0,45,5,27,28,50,0,0,3,23,0,1,2,3,5,26,0,0,0,1,0.0,3.0,1.0,365.0,32.0,53.0,59.0,84.0,3.0,4.0,26.0,46.0,2.0,2.0,4.0,5.0,10.0,22.0,1.0,2.0,21.0,29.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,-0.6666666666666666,1.0,0.6600361663652803,19.532248342374928,-0.6666666666666666,0.0,0.081374321880651,15.661844484629295,2.0,0.0,0.2585895117540687,52.34358047016275,-0.6666666666666666,23.636528028933093,-0.6666666666666666,0.9216666666666666,0.0,22.588333333333335
Craig White,74.0,170.0,76.0,Orthodox,2,0,0,2,0,1172,1.0,1.0,0.0,117,24,59,77,122,0,2,17,49,4,5,3,5,13,29,2,6,9,24,1.0,0.0,0.0,977.0,64.0,106.0,122.0,177.0,3.0,6.0,48.0,87.0,15.0,18.0,1.0,1.0,5.0,17.0,4.0,4.0,55.0,85.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,-2.0,0.0,0.8336177474402731,42.991467576791806,-0.6666666666666666,0.0,0.09982935153583618,16.492320819112628,1.0,0.5,0.06655290102389079,23.66211604095563,-0.6666666666666666,14.994880546075086,-0.6666666666666666,1.9533333333333334,0.0,23.62
Cristian Quinonez,0.0,0.0,0.0,0,1,1,0,0,0,195,0.0,0.0,0.0,2,19,47,19,47,0,0,17,42,0,3,2,2,15,42,0,0,4,5,0.0,0.0,0.0,0.0,6.0,27.0,6.0,27.0,0.0,0.0,5.0,25.0,1.0,1.0,0.0,1.0,6.0,27.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,67.0,-3.0,0.0,0.010256410256410256,29.46153846153846,1.0,0.0,0.9897435897435898,80.58974358974359,-1.5,46.53846153846154,-3.0,0.65,0.0,10.65
Cristiane Justino,68.0,145.0,68.0,Orthodox,7,6,0,1,0,3902,2.0,0.0,0.0,573,460,807,519,872,3,5,260,573,136,165,64,69,297,582,101,129,62,96,2.0,0.0,0.0,633.0,148.0,461.0,203.0,524.0,2.0,17.0,85.0,361.0,38.0,63.0,25.0,37.0,120.0,414.0,23.0,37.0,5.0,10.0,0.7000000000000002,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,37.0,3.0,0.0,0.16222450025627883,68.13326499231164,0.5,0.2857142857142857,0.1468477703741671,45.465292523980374,3.5,0.14285714285714285,0.690927729369554,65.42282346049646,0.5,69.94889067877278,1.5,1.8580952380952382,0.2857142857142857,45.78666666666666
Cristiano Marcello,69.0,155.0,72.0,Orthodox,4,1,0,3,0,3173,0.0,1.0,0.0,262,170,507,227,581,2,17,117,407,32,64,21,36,151,468,17,34,2,5,1.0,1.0,0.0,706.0,210.0,495.0,292.0,626.0,5.0,6.0,168.0,437.0,29.0,37.0,13.0,21.0,164.0,415.0,30.0,44.0,16.0,36.0,-0.8,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.0,0.0,0.0,0.2225023636936653,63.32492908919004,0.0,0.0,0.08257169870784746,23.715726441853135,2.0,0.25,0.6949259375984872,59.79703750393949,0.0,51.271667191931925,0.0,2.6441666666666666,0.25,37.64416666666666
Cristina Stanciu,63.0,115.0,0.0,Orthodox,2,0,0,2,0,1056,0.0,2.0,0.0,198,44,88,55,100,1,1,17,54,15,21,12,13,34,74,2,5,8,9,0.0,1.0,0.0,316.0,54.0,113.0,86.0,152.0,3.0,5.0,36.0,88.0,16.0,21.0,2.0,4.0,25.0,81.0,0.0,0.0,29.0,32.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,-1.0,0.5,0.29924242424242425,45.022727272727266,-0.6666666666666666,0.0,0.1875,20.4375,2.0,0.0,0.5132575757575758,62.53030303030303,-0.6666666666666666,35.09659090909091,-0.6666666666666666,1.76,0.0,23.426666666666666
Cub Swanson,68.0,145.0,70.0,Orthodox,22,13,0,9,0,15893,9.0,2.0,1.0,1244,1370,2655,1577,2887,13,23,811,1923,269,365,290,367,1121,2328,129,164,120,163,4.0,10.0,3.0,2975.0,1106.0,2739.0,1481.0,3178.0,26.0,91.0,721.0,2196.0,184.0,278.0,201.0,265.0,892.0,2396.0,90.0,139.0,124.0,204.0,-0.09999999999999995,7.0,0.0,6.0,0.0,2.0,0.0,2.0,5.0,39.0,3.0,0.22727272727272727,0.18718932863524823,60.566138322760736,0.782608695652174,0.2727272727272727,0.0782734537217643,32.91360976530548,7.333333333333333,0.09090909090909091,0.7345372176429875,73.0784584026892,1.0588235294117647,78.03278441960289,1.8,2.4080303030303027,0.3181818181818182,49.13530303030303
Cung Le,69.0,185.0,70.0,Southpaw,4,2,0,2,0,2583,1.0,0.0,0.0,75,133,320,136,323,2,3,53,209,55,82,25,29,124,307,9,12,0,1,2.0,0.0,0.0,86.0,198.0,528.0,234.0,565.0,0.0,2.0,124.0,423.0,41.0,58.0,33.0,47.0,173.0,488.0,23.0,36.0,2.0,4.0,2.7755575615628914e-17,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.03329461866047232,69.00116144018583,0.0,0.25,0.029036004645760744,21.306620209059233,1.3333333333333333,0.5,0.9376693766937669,58.84010840108402,0.0,73.4451219512195,0.0,2.1525,0.25,37.1525
Curt Warburton,72.0,155.0,73.0,Orthodox,3,1,0,2,0,1918,0.0,2.0,0.0,959,68,161,139,279,5,10,25,107,21,23,22,31,43,118,18,22,7,21,1.0,3.0,0.0,153.0,110.0,193.0,227.0,331.0,1.0,6.0,44.0,117.0,40.0,46.0,26.0,30.0,55.0,127.0,39.0,43.0,16.0,23.0,-0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.3333333333333333,0.07977059436913451,57.10688216892597,-0.25,0.0,0.5,39.5,3.0,0.0,0.42022940563086547,59.80917622523462,-0.25,35.910323253388945,-0.3333333333333333,2.131111111111111,0.3333333333333333,38.797777777777775
Curtis Blaydes,76.0,265.0,80.0,Orthodox,16,12,0,3,1,9227,2.0,0.0,0.0,4806,544,1063,983,1597,62,115,368,865,68,79,108,119,246,693,73,91,225,279,3.0,2.0,0.0,180.0,261.0,651.0,485.0,889.0,4.0,6.0,193.0,559.0,41.0,60.0,27.0,32.0,209.0,584.0,41.0,52.0,11.0,15.0,1.1000000000000003,5.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,31.0,12.0,0.0,0.019507965752682346,81.41476102741953,0.8571428571428571,0.1875,0.5208626855966186,62.16203513756213,5.333333333333333,0.125,0.45962934865069904,58.7185072793613,0.8571428571428571,59.40653497499574,3.0,1.9222916666666667,0.3125,54.422291666666666
Curtis Millender,74.0,170.0,76.0,Orthodox,5,3,0,2,0,3412,2.0,0.0,0.0,53,222,462,228,468,1,1,132,330,32,57,58,75,207,441,10,13,5,8,0.0,1.0,0.0,1089.0,170.0,442.0,299.0,606.0,8.0,17.0,104.0,338.0,19.0,39.0,47.0,65.0,132.0,377.0,3.0,9.0,35.0,56.0,-0.2999999999999999,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35.0,0.5,0.2,0.3191676436107855,54.924970691676435,0.16666666666666666,0.2,0.015533411488862838,22.69900351699883,5.0,0.0,0.6652989449003517,71.61195779601407,0.2,61.33845252051582,0.3333333333333333,2.2746666666666666,0.4,44.94133333333333
Curtis Stout,73.0,185.0,0.0,Southpaw,2,0,0,2,0,965,0.0,0.0,0.0,4,7,10,64,69,0,0,0,2,3,3,4,5,6,8,0,0,1,2,0.0,2.0,0.0,893.0,51.0,72.0,255.0,287.0,4.0,6.0,15.0,36.0,36.0,36.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,69.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,-1.0,0.5,0.9253886010362694,26.238341968911918,-0.6666666666666666,0.0,0.004145077720207254,12.186528497409327,2.0,0.0,0.07046632124352331,44.818652849740936,-0.6666666666666666,15.17098445595855,-0.6666666666666666,1.6083333333333334,0.0,23.275
Cynthia Calvillo,64.0,125.0,64.0,Orthodox,12,6,0,6,0,9106,0.0,9.0,0.0,1862,632,1583,778,1765,19,43,336,1112,194,316,102,155,535,1462,19,23,78,98,0.0,2.0,2.0,119.0,600.0,1729.0,644.0,1779.0,4.0,16.0,353.0,1374.0,106.0,178.0,141.0,177.0,558.0,1655.0,36.0,65.0,6.0,9.0,-1.3,3.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,35.0,8.0,0.0,0.013068306611025697,77.60795080166923,0.8,0.0,0.20448056226663738,50.05162530199868,6.0,0.08333333333333333,0.7824511311223369,73.96471191156014,0.6153846153846154,62.59491628512055,1.1428571428571428,2.5294444444444446,0.25,43.24373015873016
Cyril Asker,72.0,247.0,74.0,Orthodox,5,2,0,3,0,1020,0.0,1.0,0.0,492,57,146,148,273,5,8,51,136,6,10,0,0,20,86,4,6,33,54,2.0,1.0,0.0,69.0,99.0,154.0,128.0,186.0,0.0,1.0,70.0,120.0,22.0,26.0,7.0,8.0,60.0,105.0,17.0,20.0,22.0,29.0,-0.30000000000000004,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,37.0,0.5,0.2,0.06764705882352941,62.470588235294116,0.25,0.0,0.4823529411764706,62.705882352941174,1.6666666666666667,0.4,0.45,43.666666666666664,0.16666666666666666,42.25,0.25,0.68,0.0,26.93
Cyrille Diabate,78.0,205.0,81.0,Southpaw,8,4,0,4,0,3509,3.0,1.0,2.0,593,254,349,340,442,5,6,156,237,65,74,33,38,177,260,24,32,53,57,2.0,9.0,2.0,1397.0,98.0,260.0,159.0,338.0,12.0,28.0,60.0,203.0,17.0,32.0,21.0,25.0,49.0,184.0,18.0,25.0,31.0,51.0,-0.49999999999999994,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,49.0,1.0,0.375,0.3981191222570533,47.8064263322884,0.5,0.125,0.16899401538899972,39.22973069250499,8.0,0.0,0.43288686235394697,65.31547449415788,0.5,51.104908805927614,0.8,1.4620833333333334,0.25,40.46208333333333
Da'Mon Blackshear,0.0,145.0,0.0,0,1,0,0,1,0,900,0.0,1.0,2.0,231,27,69,40,91,1,5,10,42,6,11,11,16,27,69,0,0,0,0,0.0,1.0,1.0,292.0,63.0,150.0,82.0,179.0,1.0,1.0,43.0,126.0,13.0,14.0,7.0,10.0,42.0,114.0,5.0,7.0,16.0,29.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,-3.0,0.0,0.3244444444444444,57.266666666666666,-1.5,0.0,0.25666666666666665,13.549999999999999,1.0,0.0,0.41888888888888887,57.75555555555555,-1.5,20.849999999999998,-1.5,3.0,0.0,20.5
